instance Boomer-SAT-W1 Boomer-MaxSAT
instance3297 0.001 0.002
instance3298 0.001 0.002
instance3299 0.001 0.002
instance3300 0.001 0.002
instance3301 0.001 0.003
instance3302 0.001 0.002
instance3303 0.001 0.002
instance3304 0.001 0.003
instance3305 0.001 0.002
instance3306 0.001 0.003
instance3307 0.001 0.003
instance3308 0.001 0.002
instance3309 0.001 0.009
instance3310 0.001 0.006
instance3311 0.001 0.003
instance3312 0.001 0.003
instance3313 0.001 0.004
instance3314 0.001 0.003
instance3315 0.001 0.007
instance3316 0.001 0.006
instance3317 0.001 0.003
instance3318 0.001 0.005
instance3319 0.001 0.003
instance3320 0.001 0.004
instance3321 0.001 0.004
instance3322 0.001 0.003
instance3323 0.001 0.007
instance3324 0.001 0.004
instance3325 0.001 0.005
instance3326 0.001 0.003
instance3327 0.001 0.006
instance3328 0.001 0.003
instance3329 0.001 0.003
instance3330 0.001 0.003
instance3331 0.001 0.003
instance3332 0.001 0.007
instance3333 0.001 0.008
instance3334 0.001 0.003
instance3335 0.001 0.003
instance3336 0.001 0.003
instance3337 0.001 0.003
instance3338 0.001 0.003
instance3339 0.001 0.007
instance3340 0.001 0.004
instance3341 0.001 0.006
instance3342 0.001 0.003
instance3343 0.001 0.004
instance3344 0.001 0.002
instance3345 0.001 0.005
instance3346 0.001 0.003
instance3347 0.001 0.004
instance3348 0.001 0.003
instance3349 0.001 0.003
instance3350 0.001 0.005
instance3351 0.001 0.003
instance3352 0.001 0.003
instance3353 0.001 0.003
instance3354 0.001 0.006
instance3355 0.001 0.003
instance3356 0.001 0.006
instance3357 0.001 0.005
instance3358 0.001 0.003
instance3359 0.001 0.003
instance3360 0.001 0.003
instance3361 0.001 0.003
instance3362 0.001 0.005
instance3363 0.001 0.005
instance3364 0.001 0.003
instance3365 0.001 0.004
instance3366 0.001 0.005
instance3367 0.001 0.011
instance3368 0.001 0.003
instance3369 0.001 0.003
instance3370 0.001 0.005
instance3371 0.001 0.003
instance3372 0.001 0.003
instance3373 0.001 0.003
instance3374 0.001 0.003
instance3375 0.001 0.005
instance3376 0.001 0.003
instance3377 0.001 0.005
instance3378 0.001 0.004
instance3379 0.001 0.003
instance3380 0.001 0.004
instance3381 0.001 0.006
instance3382 0.001 0.003
instance3383 0.001 0.007
instance3384 0.001 0.004
instance3385 0.001 0.006
instance3386 0.001 0.003
instance3387 0.001 0.006
instance3388 0.001 0.005
instance3389 0.001 0.003
instance3390 0.001 0.003
instance3391 0.001 0.004
instance3392 0.001 0.003
instance3393 0.001 0.006
instance3394 0.001 0.005
instance3395 0.001 0.003
instance3396 0.001 0.003
instance3397 0.001 0.008
instance3398 0.001 0.003
instance3399 0.001 0.003
instance3400 0.001 0.003
instance3401 0.001 0.004
instance3402 0.001 0.004
instance3403 0.001 0.004
instance3404 0.001 0.006
instance3405 0.001 0.003
instance3406 0.001 0.003
instance3407 0.001 0.007
instance3408 0.001 0.006
instance3409 0.001 0.003
instance3410 0.001 0.007
instance3411 0.001 0.006
instance3412 0.001 0.005
instance3413 0.001 0.003
instance3414 0.001 0.003
instance3415 0.001 0.006
instance3416 0.001 0.003
instance3417 0.001 0.005
instance3418 0.001 0.003
instance3419 0.001 0.003
instance3420 0.001 0.007
instance3421 0.001 0.004
instance3422 0.001 0.004
instance3423 0.001 0.007
instance3424 0.001 0.004
instance3425 0.001 0.003
instance3426 0.001 0.003
instance3427 0.001 0.003
instance3428 0.001 0.006
instance3429 0.001 0.003
instance3430 0.001 0.007
instance3431 0.001 0.007
instance3432 0.001 0.006
instance3433 0.001 0.008
instance3434 0.001 0.006
instance3435 0.001 0.002
instance3436 0.001 0.004
instance3437 0.001 0.006
instance3438 0.001 0.004
instance3439 0.001 0.007
instance3440 0.001 0.006
instance3441 0.001 0.007
instance3442 0.001 0.003
instance3443 0.001 0.007
instance3444 0.001 0.003
instance3445 0.001 0.004
instance3446 0.001 0.004
instance3447 0.001 0.005
instance3448 0.001 0.003
instance3449 0.001 0.005
instance3450 0.001 0.006
instance3451 0.001 0.006
instance3452 0.001 0.003
instance3453 0.001 0.003
instance3454 0.001 0.005
instance3455 0.001 0.003
instance3456 0.001 0.003
instance3457 0.001 0.004
instance3458 0.001 0.003
instance3459 0.001 0.005
instance3460 0.001 0.003
instance3461 0.001 0.006
instance3462 0.001 0.004
instance3463 0.001 0.005
instance3464 0.001 0.003
instance3465 0.001 0.003
instance3466 0.001 0.007
instance3467 0.001 0.006
instance3468 0.001 0.007
instance3469 0.001 0.003
instance3470 0.001 0.003
instance3471 0.001 0.005
instance3472 0.001 0.003
instance3473 0.001 0.006
instance3474 0.001 0.003
instance3475 0.001 0.004
instance3476 0.001 0.006
instance3477 0.001 0.003
instance3478 0.001 0.006
instance3479 0.001 0.003
instance3480 0.001 0.006
instance3481 0.001 0.003
instance3482 0.001 0.006
instance3483 0.001 0.003
instance3484 0.001 0.003
instance3485 0.001 0.004
instance3486 0.001 0.01
instance3487 0.001 0.009
instance3488 0.002 0.015
instance3489 0.002 0.01
instance3490 0.002 0.012
instance3491 0.002 0.008
instance3492 0.002 0.011
instance3493 0.002 0.014
instance3494 0.002 0.013
instance3495 0.002 0.011
instance3496 0.002 0.006
instance3497 0.002 0.009
instance3498 0.001 0.012
instance3499 0.001 0.012
instance3500 0.001 0.008
instance3501 0.001 0.007
instance3502 0.001 0.01
instance3503 0.001 0.01
instance3504 0.002 0.006
instance3505 0.002 0.01
instance3506 0.001 0.008
instance3507 0.001 0.016
instance3508 0.001 0.006
instance3509 0.001 0.006
instance3510 0.002 0.025
instance3511 0.002 0.011
instance3512 0.002 0.006
instance3513 0.001 0.012
instance3514 0.001 0.008
instance3515 0.001 0.01
instance3516 0.001 0.009
instance3517 0.001 0.013
instance3518 0.001 0.02
instance3519 0.002 0.013
instance3520 0.001 0.016
instance3521 0.002 0.026
instance3522 0.001 0.015
instance3523 0.001 0.012
instance3524 0.001 0.01
instance3525 0.001 0.016
instance3526 0.003 0.018
instance3527 0.002 0.008
instance3528 0.004 0.019
instance3529 0.003 0.016
instance3530 0.002 0.007
instance3531 0.002 0.007
instance3532 0.002 0.012
instance3533 0.001 0.009
instance3534 0.001 0.009
instance3535 0.001 0.022
instance3536 0.002 0.013
instance3537 0.002 0.011
instance3538 0.001 0.007
instance3539 0.001 0.008
instance3540 0.001 0.014
instance3541 0.001 0.012
instance3542 0.001 0.009
instance3543 0.001 0.007
instance3544 0.002 0.025
instance3545 0.001 0.009
instance3546 0.002 0.02
instance3547 0.001 0.011
instance3548 0.001 0.007
instance3549 0.001 0.007
instance3550 0.001 0.007
instance3551 0.001 0.013
instance3552 0.001 0.01
instance3553 0.001 0.006
instance3554 0.001 0.017
instance3555 0.001 0.018
instance3556 0.002 0.019
instance3557 0.002 0.025
instance3558 0.001 0.009
instance3559 0.001 0.016
instance3560 0.001 0.006
instance3561 0.001 0.011
instance3562 0.001 0.014
instance3563 0.004 0.016
instance3564 0.002 0.011
instance3565 0.001 0.007
instance3566 0.001 0.012
instance3567 0.001 0.012
instance3568 0.001 0.012
instance3569 0.001 0.01
instance3570 0.001 0.007
instance3571 0.001 0.008
instance3572 0.002 0.019
instance3573 0.001 0.006
instance3574 0.001 0.014
instance3575 0.001 0.007
instance3576 0.001 0.012
instance3577 0.001 0.015
instance3578 0.001 0.01
instance3579 0.001 0.015
instance3580 0.001 0.007
instance3581 0.001 0.011
instance3582 0.001 0.007
instance3583 0.001 0.011
instance3584 0.001 0.012
instance3585 0.001 0.018
instance3586 0.001 0.018
instance3587 0.001 0.008
instance3588 0.001 0.009
instance3589 0.001 0.01
instance3590 0.002 0.008
instance3591 0.002 0.007
instance3592 0.001 0.007
instance3593 0.001 0.01
instance3594 0.002 0.007
instance3595 0.002 0.02
instance3596 0.001 0.01
instance3597 0.002 0.008
instance3598 0.004 0.018
instance3599 0.002 0.007
instance3600 0.002 0.007
instance3601 0.002 0.018
instance3602 0.002 0.006
instance3603 0.003 0.013
instance3604 0.001 0.007
instance3605 0.002 0.009
instance3606 0.002 0.012
instance3607 0.002 0.013
instance3608 0.004 0.021
instance3609 0.003 0.018
instance3610 0.001 0.006
instance3611 0.001 0.009
instance3612 0.001 0.009
instance3613 0.002 0.012
instance3614 0.002 0.007
instance3615 0.001 0.01
instance3616 0.002 0.028
instance3617 0.002 0.011
instance3618 0.001 0.008
instance3619 0.001 0.008
instance3620 0.001 0.011
instance3621 0.001 0.011
instance3622 0.002 0.008
instance3623 0.002 0.007
instance3624 0.002 0.018
instance3625 0.002 0.009
instance3626 0.003 0.011
instance3627 0.002 0.009
instance3628 0.001 0.009
instance3629 0.001 0.006
instance3630 0.002 0.013
instance3631 0.002 0.01
instance3632 0.003 0.023
instance3633 0.002 0.006
instance3634 0.001 0.008
instance3635 0.002 0.008
instance3636 0.002 0.007
instance3637 0.002 0.012
instance3638 0.003 0.016
instance3639 0.002 0.017
instance3640 0.001 0.006
instance3641 0.001 0.013
instance3642 0.001 0.013
instance3643 0.001 0.011
instance3644 0.001 0.019
instance3645 0.001 0.008
instance3646 0.001 0.006
instance3647 0.001 0.009
instance3648 0.001 0.02
instance3649 0.001 0.008
instance3650 0.001 0.013
instance3651 0.001 0.019
instance3652 0.001 0.014
instance3653 0.001 0.009
instance3654 0.003 0.012
instance3655 0.002 0.008
instance3656 0.002 0.022
instance3657 0.001 0.009
instance3658 0.001 0.006
instance3659 0.001 0.012
instance3660 0.001 0.012
instance3661 0.001 0.01
instance3662 0.001 0.006
instance3663 0.001 0.009
instance3664 0.001 0.006
instance3665 0.002 0.02
instance3666 0.002 0.021
instance3667 0.001 0.007
instance3668 0.001 0.01
instance3669 0.002 0.01
instance3670 0.002 0.008
instance3671 0.003 0.008
instance3672 0.002 0.012
instance3673 0.002 0.006
instance3674 0.002 0.007
instance3675 0.002 0.007
instance3676 0.002 0.006
instance3677 0.001 0.04
instance3678 0.001 0.036
instance3679 0.001 0.033
instance3680 0.001 0.022
instance3681 0.001 0.043
instance3682 0.001 0.027
instance3683 0.001 0.037
instance3684 0.001 0.038
instance3685 0.001 0.035
instance3686 0.001 0.036
instance3687 0.001 0.039
instance3688 0.001 0.033
instance3689 0.001 0.027
instance3690 0.001 0.026
instance3691 0.001 0.019
instance3692 0.001 0.041
instance3693 0.001 0.028
instance3694 0.001 0.032
instance3695 0.001 0.031
instance3696 0.001 0.04
instance3697 0.001 0.036
instance3698 0.001 0.03
instance3699 0.001 0.038
instance3700 0.001 0.046
instance3701 0.001 0.034
instance3702 0.001 0.034
instance3703 0.001 0.035
instance3704 0.001 0.041
instance3705 0.001 0.04
instance3706 0.001 0.034
instance3707 0.001 0.023
instance3708 0.001 0.04
instance3709 0.001 0.04
instance3710 0.001 0.041
instance3711 0.001 0.035
instance3712 0.001 0.038
instance3713 0.001 0.043
instance3714 0.001 0.036
instance3715 0.001 0.037
instance3716 0.001 0.041
instance3717 0.001 0.034
instance3718 0.001 0.038
instance3719 0.001 0.029
instance3720 0.001 0.034
instance3721 0.001 0.032
instance3722 0.001 0.036
instance3723 0.001 0.03
instance3724 0.001 0.044
instance3725 0.001 0.038
instance3726 0.001 0.034
instance3727 0.001 0.041
instance3728 0.001 0.036
instance3729 0.001 0.044
instance3730 0.001 0.041
instance3731 0.001 0.038
instance3732 0.001 0.052
instance3733 0.001 0.036
instance3734 0.001 0.054
instance3735 0.001 0.047
