instance Boomer-MaxSAT XGBoost-MaxSAT
instance3297 0.002 0.031
instance3298 0.002 0.023
instance3299 0.002 0.024
instance3300 0.002 0.03
instance3301 0.002 0.022
instance3302 0.003 0.017
instance3303 0.003 0.026
instance3304 0.003 0.018
instance3305 0.002 0.026
instance3306 0.002 0.023
instance3307 0.004 0.02
instance3308 0.002 0.035
instance3309 0.004 0.022
instance3310 0.002 0.036
instance3311 0.002 0.035
instance3312 0.002 0.029
instance3313 0.002 0.029
instance3314 0.002 0.044
instance3315 0.002 0.04
instance3316 0.003 0.027
instance3317 0.002 0.029
instance3318 0.002 0.029
instance3319 0.003 0.016
instance3320 0.002 0.035
instance3321 0.003 0.021
instance3322 0.003 0.022
instance3323 0.002 0.029
instance3324 0.009 0.013
instance3325 0.006 0.012
instance3326 0.003 0.016
instance3327 0.003 0.01
instance3328 0.004 0.005
instance3329 0.003 0.007
instance3330 0.007 0.017
instance3331 0.006 0.008
instance3332 0.003 0.006
instance3333 0.005 0.007
instance3334 0.003 0.018
instance3335 0.004 0.01
instance3336 0.004 0.019
instance3337 0.003 0.006
instance3338 0.007 0.004
instance3339 0.004 0.013
instance3340 0.005 0.004
instance3341 0.003 0.013
instance3342 0.006 0.012
instance3343 0.003 0.012
instance3344 0.003 0.019
instance3345 0.003 0.01
instance3346 0.003 0.019
instance3347 0.007 0.004
instance3348 0.008 0.003
instance3349 0.003 0.005
instance3350 0.003 0.009
instance3351 0.003 0.021
instance3352 0.003 0.006
instance3353 0.003 0.013
instance3354 0.007 0.013
instance3355 0.004 0.004
instance3356 0.006 0.015
instance3357 0.003 0.004
instance3358 0.004 0.004
instance3359 0.002 0.003
instance3360 0.005 0.008
instance3361 0.003 0.005
instance3362 0.004 0.011
instance3363 0.003 0.016
instance3364 0.003 0.006
instance3365 0.005 0.009
instance3366 0.003 0.01
instance3367 0.003 0.015
instance3368 0.003 0.011
instance3369 0.006 0.007
instance3370 0.003 0.007
instance3371 0.006 0.004
instance3372 0.005 0.007
instance3373 0.003 0.004
instance3374 0.003 0.01
instance3375 0.003 0.016
instance3376 0.003 0.007
instance3377 0.005 0.019
instance3378 0.005 0.004
instance3379 0.003 0.004
instance3380 0.004 0.004
instance3381 0.005 0.019
instance3382 0.011 0.004
instance3383 0.003 0.004
instance3384 0.003 0.007
instance3385 0.005 0.009
instance3386 0.003 0.012
instance3387 0.003 0.004
instance3388 0.003 0.016
instance3389 0.003 0.008
instance3390 0.002 0.015
instance3391 0.005 0.013
instance3392 0.003 0.011
instance3393 0.005 0.006
instance3394 0.004 0.017
instance3395 0.003 0.007
instance3396 0.004 0.02
instance3397 0.006 0.012
instance3398 0.003 0.011
instance3399 0.007 0.005
instance3400 0.004 0.014
instance3401 0.006 0.008
instance3402 0.003 0.01
instance3403 0.006 0.012
instance3404 0.005 0.013
instance3405 0.003 0.012
instance3406 0.003 0.004
instance3407 0.004 0.018
instance3408 0.003 0.011
instance3409 0.006 0.013
instance3410 0.005 0.004
instance3411 0.003 0.01
instance3412 0.003 0.013
instance3413 0.008 0.015
instance3414 0.003 0.006
instance3415 0.003 0.007
instance3416 0.003 0.016
instance3417 0.004 0.007
instance3418 0.004 0.013
instance3419 0.004 0.006
instance3420 0.006 0.006
instance3421 0.003 0.007
instance3422 0.003 0.013
instance3423 0.007 0.025
instance3424 0.006 0.004
instance3425 0.003 0.009
instance3426 0.007 0.025
instance3427 0.006 0.015
instance3428 0.005 0.026
instance3429 0.003 0.023
instance3430 0.003 0.017
instance3431 0.006 0.019
instance3432 0.003 0.008
instance3433 0.005 0.009
instance3434 0.003 0.02
instance3435 0.003 0.014
instance3436 0.007 0.011
instance3437 0.004 0.025
instance3438 0.004 0.005
instance3439 0.007 0.004
instance3440 0.004 0.014
instance3441 0.003 0.011
instance3442 0.003 0.007
instance3443 0.003 0.011
instance3444 0.006 0.006
instance3445 0.003 0.007
instance3446 0.007 0.014
instance3447 0.007 0.014
instance3448 0.006 0.009
instance3449 0.008 0.023
instance3450 0.006 0.011
instance3451 0.002 0.013
instance3452 0.004 0.023
instance3453 0.006 0.015
instance3454 0.004 0.004
instance3455 0.007 0.01
instance3456 0.006 0.004
instance3457 0.007 0.004
instance3458 0.003 0.008
instance3459 0.007 0.012
instance3460 0.003 0.006
instance3461 0.004 0.009
instance3462 0.004 0.008
instance3463 0.005 0.004
instance3464 0.003 0.008
instance3465 0.005 0.015
instance3466 0.006 0.004
instance3467 0.006 0.011
instance3468 0.003 0.029
instance3469 0.003 0.009
instance3470 0.005 0.014
instance3471 0.003 0.013
instance3472 0.003 0.007
instance3473 0.004 0.004
instance3474 0.003 0.012
instance3475 0.005 0.016
instance3476 0.003 0.009
instance3477 0.006 0.013
instance3478 0.004 0.016
instance3479 0.005 0.004
instance3480 0.003 0.019
instance3481 0.003 0.004
instance3482 0.007 0.014
instance3483 0.006 0.014
instance3484 0.007 0.008
instance3485 0.003 0.015
instance3486 0.003 0.004
instance3487 0.005 0.007
instance3488 0.003 0.003
instance3489 0.006 0.015
instance3490 0.003 0.027
instance3491 0.004 0.01
instance3492 0.006 0.015
instance3493 0.003 0.015
instance3494 0.006 0.014
instance3495 0.003 0.009
instance3496 0.006 0.015
instance3497 0.003 0.004
instance3498 0.006 0.017
instance3499 0.003 0.018
instance3500 0.003 0.02
instance3501 0.004 0.01
instance3502 0.01 0.46
instance3503 0.009 0.561
instance3504 0.015 0.391
instance3505 0.01 0.402
instance3506 0.012 0.401
instance3507 0.008 0.466
instance3508 0.011 0.455
instance3509 0.014 0.471
instance3510 0.013 0.412
instance3511 0.011 0.458
instance3512 0.006 0.355
instance3513 0.009 0.518
instance3514 0.012 0.455
instance3515 0.012 0.454
instance3516 0.008 0.47
instance3517 0.007 0.471
instance3518 0.01 0.386
instance3519 0.01 0.476
instance3520 0.006 0.435
instance3521 0.01 0.343
instance3522 0.008 0.288
instance3523 0.016 0.46
instance3524 0.006 0.333
instance3525 0.006 0.585
instance3526 0.025 0.311
instance3527 0.011 0.481
instance3528 0.006 0.328
instance3529 0.012 0.337
instance3530 0.008 0.476
instance3531 0.01 0.506
instance3532 0.009 0.585
instance3533 0.013 0.575
instance3534 0.02 0.249
instance3535 0.013 0.54
instance3536 0.016 0.344
instance3537 0.026 0.346
instance3538 0.015 0.606
instance3539 0.012 0.562
instance3540 0.01 0.548
instance3541 0.016 0.383
instance3542 0.018 0.533
instance3543 0.008 0.585
instance3544 0.019 0.409
instance3545 0.016 0.367
instance3546 0.007 0.592
instance3547 0.007 0.611
instance3548 0.012 0.254
instance3549 0.009 0.631
instance3550 0.009 0.637
instance3551 0.022 0.359
instance3552 0.013 0.725
instance3553 0.011 0.616
instance3554 0.007 0.263
instance3555 0.008 0.492
instance3556 0.014 0.489
instance3557 0.012 0.418
instance3558 0.009 0.691
instance3559 0.007 0.507
instance3560 0.025 0.397
instance3561 0.009 0.688
instance3562 0.02 0.42
instance3563 0.011 0.529
instance3564 0.007 0.495
instance3565 0.007 0.577
instance3566 0.007 0.231
instance3567 0.013 0.595
instance3568 0.01 0.515
instance3569 0.006 0.747
instance3570 0.017 0.559
instance3571 0.018 0.361
instance3572 0.019 0.348
instance3573 0.025 0.396
instance3574 0.009 0.777
instance3575 0.016 0.529
instance3576 0.006 0.482
instance3577 0.011 0.511
instance3578 0.014 0.674
instance3579 0.016 0.341
instance3580 0.011 0.554
instance3581 0.007 0.679
instance3582 0.012 0.629
instance3583 0.012 0.645
instance3584 0.012 0.711
instance3585 0.01 0.583
instance3586 0.007 0.665
instance3587 0.008 0.662
instance3588 0.019 0.732
instance3589 0.006 0.296
instance3590 0.014 0.752
instance3591 0.007 0.566
instance3592 0.012 0.749
instance3593 0.015 0.782
instance3594 0.01 0.766
instance3595 0.015 0.624
instance3596 0.007 0.5
instance3597 0.011 0.863
instance3598 0.007 0.902
instance3599 0.011 0.533
instance3600 0.012 0.489
instance3601 0.018 0.449
instance3602 0.018 0.297
instance3603 0.008 0.636
instance3604 0.009 0.731
instance3605 0.01 0.497
instance3606 0.024 0.655
instance3607 0.008 0.66
instance3608 0.007 0.591
instance3609 0.007 0.484
instance3610 0.01 0.829
instance3611 0.007 0.854
instance3612 0.02 0.404
instance3613 0.01 0.48
instance3614 0.008 0.842
instance3615 0.018 0.372
instance3616 0.007 0.685
instance3617 0.007 0.981
instance3618 0.018 0.387
instance3619 0.006 0.587
instance3620 0.013 0.439
instance3621 0.007 0.543
instance3622 0.009 0.566
instance3623 0.012 0.446
instance3624 0.013 0.262
instance3625 0.021 0.378
instance3626 0.017 0.6
instance3627 0.018 0.41
instance3628 0.006 0.583
instance3629 0.009 0.96
instance3630 0.009 0.658
instance3631 0.012 0.914
instance3632 0.007 0.593
instance3633 0.01 0.382
instance3634 0.028 0.507
instance3635 0.011 0.763
instance3636 0.008 0.992
instance3637 0.008 0.655
instance3638 0.011 0.687
instance3639 0.011 0.575
instance3640 0.008 0.541
instance3641 0.007 0.515
instance3642 0.018 0.852
instance3643 0.009 0.938
instance3644 0.011 0.552
instance3645 0.009 0.925
instance3646 0.009 1.02
instance3647 0.006 0.933
instance3648 0.013 1.065
instance3649 0.01 0.54
instance3650 0.023 0.919
instance3651 0.006 0.623
instance3652 0.008 0.768
instance3653 0.008 0.968
instance3654 0.007 0.615
instance3655 0.012 1.006
instance3656 0.016 0.332
instance3657 0.017 1.054
instance3658 0.006 0.828
instance3659 0.013 0.37
instance3660 0.013 0.916
instance3661 0.011 0.977
instance3662 0.019 1.068
instance3663 0.008 0.963
instance3664 0.006 0.692
instance3665 0.009 0.69
instance3666 0.02 0.38
instance3667 0.008 0.934
instance3668 0.013 1.018
instance3669 0.019 0.403
instance3670 0.014 1.027
instance3671 0.009 0.849
instance3672 0.012 0.82
instance3673 0.008 1.222
instance3674 0.022 0.309
instance3675 0.009 1.073
instance3676 0.006 0.871
instance3677 0.012 0.734
instance3678 0.012 1.356
instance3679 0.01 1.002
instance3680 0.006 0.824
instance3681 0.009 1.064
instance3682 0.006 0.597
instance3683 0.02 0.439
instance3684 0.021 0.364
instance3685 0.007 1.07
instance3686 0.01 1.093
instance3687 0.01 0.86
instance3688 0.008 0.902
instance3689 0.008 0.819
instance3690 0.012 0.971
instance3691 0.02 0.638
instance3692 0.006 0.71
instance3693 0.007 0.643
instance3694 0.007 0.841
instance3695 0.006 0.959
instance3696 0.04 0.007
instance3697 0.036 0.007
instance3698 0.033 0.006
instance3699 0.022 0.016
instance3700 0.043 0.003
instance3701 0.027 0.006
instance3702 0.037 0.006
instance3703 0.038 0.003
instance3704 0.035 0.002
instance3705 0.036 0.006
instance3706 0.039 0.003
instance3707 0.033 0.008
instance3708 0.027 0.003
instance3709 0.026 0.005
instance3710 0.019 0.012
instance3711 0.041 0.007
instance3712 0.028 0.008
instance3713 0.032 0.003
instance3714 0.031 0.003
instance3715 0.04 0.003
instance3716 0.036 0.003
instance3717 0.03 0.003
instance3718 0.038 0.003
instance3719 0.046 0.005
instance3720 0.034 0.011
instance3721 0.034 0.003
instance3722 0.035 0.003
instance3723 0.041 0.009
instance3724 0.04 0.009
instance3725 0.034 0.003
instance3726 0.023 0.008
instance3727 0.04 0.006
instance3728 0.04 0.018
instance3729 0.041 0.01
instance3730 0.035 0.008
instance3731 0.038 0.003
instance3732 0.043 0.005
instance3733 0.036 0.004
instance3734 0.037 0.004
instance3735 0.041 0.003
instance3736 0.034 0.007
instance3737 0.038 0.004
instance3738 0.029 0.018
instance3739 0.034 0.005
instance3740 0.032 0.013
instance3741 0.036 0.003
instance3742 0.03 0.002
instance3743 0.044 0.015
instance3744 0.038 0.004
instance3745 0.034 0.013
instance3746 0.041 0.003
instance3747 0.036 0.003
instance3748 0.044 0.004
instance3749 0.041 0.007
instance3750 0.038 0.008
instance3751 0.052 0.003
instance3752 0.036 0.003
instance3753 0.054 0.003
instance3754 0.047 0.003
